Processes,Size,Latency
46,128,5.31
46,256,5.81
46,512,6.32
46,1024,7.12
46,2048,9.12
46,4096,13.53
46,8192,20.14
46,16384,40.04
46,32768,57.53
46,65536,91.31
46,131072,157.16
46,262144,292.36
46,524288,567.07
46,1048576,1138.33
48,2,4.75
48,4,4.10
48,8,4.16
48,16,4.14
48,32,4.49
48,64,4.71
48,128,5.65
48,256,5.99
48,512,6.58
48,1024,7.33
48,2048,9.38
48,4096,13.56
48,8192,20.29
48,16384,40.57
48,32768,57.42
48,65536,91.27
48,131072,162.42
48,262144,303.91
48,524288,586.76
48,1048576,1144.37
