Processes,Size,Latency
28,64,2.94
28,128,6.31
28,256,6.47
28,512,6.87
28,1024,9.47
28,2048,11.57
28,4096,16.53
28,8192,24.04
28,16384,24.58
28,32768,48.95
28,65536,101.80
28,131072,143.62
28,262144,406.63
28,524288,703.83
28,1048576,1399.24
30,2,2.78
30,4,2.76
30,8,2.61
30,16,2.65
30,32,3.24
30,64,3.18
30,128,6.91
30,256,7.20
30,512,7.59
30,1024,10.37
30,2048,12.69
30,4096,17.96
30,8192,26.20
30,16384,24.06
30,32768,48.18
30,65536,96.08
30,131072,199.86
30,262144,395.15
30,524288,774.21
30,1048576,1428.09
32,2,3.31
32,4,3.47
32,8,3.36
32,16,3.33
32,32,3.69
32,64,3.76
32,128,7.72
32,256,8.04
32,512,8.46
32,1024,11.42
32,2048,14.32
32,4096,19.58
32,8192,29.16
32,16384,22.11
32,32768,46.11
32,65536,93.26
32,131072,197.14
32,262144,383.54
32,524288,732.49
32,1048576,1547.24
34,2,4.78
34,4,4.72
34,8,4.77
34,16,4.70
34,32,5.31
34,64,5.15
34,128,9.24
34,256,9.59
34,512,10.06
34,1024,12.92
34,2048,15.68
34,4096,21.13
34,8192,30.26
34,16384,24.50
34,32768,46.63
34,65536,95.94
34,131072,183.23
34,262144,387.80
34,524288,772.44
34,1048576,1571.77
36,2,4.62
36,4,4.63
36,8,4.91
36,16,4.67
36,32,5.20
36,64,5.01
36,128,9.12
36,256,9.56
36,512,9.89
36,1024,13.10
36,2048,15.73
36,4096,21.46
36,8192,32.29
36,16384,24.68
36,32768,48.56
36,65536,93.61
36,131072,200.55
36,262144,335.17
36,524288,712.58
36,1048576,1504.23
38,2,4.42
38,4,4.27
38,8,4.23
38,16,4.26
38,32,4.69
38,64,4.66
38,128,8.63
38,256,9.11
38,512,9.61
38,1024,12.66
38,2048,16.07
38,4096,22.50
38,8192,32.99
38,16384,24.98
38,32768,47.66
38,65536,94.55
38,131072,202.03
38,262144,403.07
38,524288,717.94
38,1048576,1511.54
40,2,4.72
40,4,4.25
40,8,4.23
40,16,4.28
40,32,4.73
40,64,4.78
40,128,8.85
40,256,9.22
40,512,9.69
40,1024,13.15
40,2048,16.43
40,4096,23.21
40,8192,34.42
40,16384,25.55
40,32768,42.98
40,65536,94.66
40,131072,211.70
40,262144,412.46
40,524288,826.82
40,1048576,1655.61
42,2,4.78
42,4,4.37
42,8,4.29
42,16,4.30
42,32,4.75
42,64,4.88
42,128,9.23
42,256,9.69
42,512,10.20
42,1024,13.60
42,2048,17.13
42,4096,24.24
42,8192,35.85
42,16384,26.08
42,32768,49.77
42,65536,96.70
42,131072,213.78
42,262144,425.38
42,524288,850.01
42,1048576,1677.13
44,2,4.65
44,4,4.49
44,8,4.40
44,16,4.40
44,32,4.81
44,64,4.98
44,128,9.43
44,256,9.88
44,512,10.48
44,1024,13.88
44,2048,17.80
44,4096,24.87
44,8192,37.04
44,16384,26.95
44,32768,50.67
44,65536,101.31
44,131072,218.71
44,262144,438.00
44,524288,888.45
44,1048576,1709.28
46,2,5.09
46,4,5.31
46,8,4.56
46,16,4.70
46,32,5.03
46,64,5.49
46,128,10.12
46,256,10.63
46,512,11.04
46,1024,14.65
46,2048,18.89
46,4096,26.39
46,8192,38.66
46,16384,27.78
46,32768,52.16
46,65536,103.18
46,131072,233.45
46,262144,465.46
46,524288,896.97
46,1048576,1667.04
48,2,5.21
48,4,4.90
48,8,5.12
48,16,4.95
48,32,5.31
48,64,5.61
48,128,10.60
48,256,11.05
48,512,11.59
48,1024,15.17
48,2048,19.24
48,4096,27.49
48,8192,40.03
48,16384,28.67
48,32768,54.23
48,65536,108.53
48,131072,242.32
48,262144,490.02
48,524288,975.17
48,1048576,1929.24
