Processes,Size,Latency
12,1048576,753.73
14,2,1.71
14,4,1.67
14,8,1.68
14,16,1.78
14,32,1.66
14,64,2.14
14,128,2.05
14,256,3.18
14,512,3.30
14,1024,3.70
14,2048,4.71
14,4096,6.39
14,8192,8.78
14,16384,13.47
14,32768,23.39
14,65536,43.81
14,131072,82.26
14,262144,159.03
14,524288,437.62
14,1048576,786.08
16,2,1.63
16,4,1.65
16,8,1.63
16,16,1.85
16,32,1.61
16,64,2.37
16,128,2.18
16,256,3.32
16,512,3.50
16,1024,3.82
16,2048,4.62
16,4096,6.57
16,8192,9.13
16,16384,14.45
16,32768,25.08
16,65536,43.36
16,131072,83.83
16,262144,164.56
16,524288,445.78
16,1048576,885.19
18,2,2.18
18,4,2.16
18,8,2.18
18,16,2.18
18,32,2.16
18,64,2.76
18,128,2.66
18,256,3.79
18,512,3.86
18,1024,4.30
18,2048,5.34
18,4096,7.28
18,8192,10.04
18,16384,15.49
18,32768,26.09
18,65536,46.16
18,131072,88.46
18,262144,172.00
18,524288,445.71
18,1048576,887.10
20,2,2.11
20,4,2.45
20,8,2.09
20,16,2.05
20,32,2.05
20,64,2.69
20,128,2.57
20,256,3.65
20,512,3.80
20,1024,4.25
20,2048,5.36
20,4096,7.33
20,8192,10.11
20,16384,16.11
20,32768,26.63
20,65536,47.61
20,131072,91.56
20,262144,177.14
20,524288,473.17
20,1048576,880.25
22,2,2.24
22,4,2.10
22,8,2.04
22,16,2.03
22,32,2.03
22,64,2.53
22,128,2.48
22,256,3.65
22,512,3.85
22,1024,4.32
22,2048,5.47
22,4096,7.41
22,8192,10.20
22,16384,16.39
22,32768,27.45
22,65536,49.63
22,131072,95.75
22,262144,184.58
22,524288,488.28
22,1048576,954.26
24,2,2.03
24,4,2.03
24,8,2.04
24,16,2.02
24,32,2.02
24,64,2.58
24,128,2.43
24,256,3.68
24,512,3.85
24,1024,4.36
24,2048,5.58
24,4096,7.56
24,8192,10.46
24,16384,16.62
24,32768,27.85
24,65536,51.46
24,131072,99.40
24,262144,189.28
24,524288,514.16
24,1048576,968.97
26,2,2.29
26,4,2.26
26,8,2.37
26,16,2.25
26,32,2.29
26,64,2.78
26,128,2.72
26,256,3.78
26,512,4.03
26,1024,4.36
26,2048,5.63
26,4096,7.75
26,8192,10.98
26,16384,17.41
26,32768,28.21
26,65536,52.32
26,131072,99.58
26,262144,191.69
26,524288,499.33
26,1048576,944.28
28,2,2.22
28,4,2.20
28,8,2.22
28,16,2.19
28,32,2.24
28,64,2.62
28,128,2.66
28,256,3.49
28,512,3.72
28,1024,4.09
28,2048,5.34
28,4096,7.40
28,8192,11.16
28,16384,17.42
28,32768,28.74
28,65536,53.42
28,131072,100.98
28,262144,194.99
28,524288,519.47
28,1048576,977.32
30,2,2.29
30,4,2.27
30,8,2.26
30,16,2.26
30,32,2.27
30,64,2.64
30,128,2.69
30,256,3.42
30,512,3.63
30,1024,4.06
30,2048,5.34
30,4096,7.49
30,8192,11.22
30,16384,17.98
30,32768,29.78
30,65536,55.01
30,131072,105.35
30,262144,201.54
30,524288,519.88
30,1048576,996.19
32,2,2.33
32,4,2.34
32,8,2.47
32,16,2.37
32,32,2.48
32,64,3.16
32,128,2.98
32,256,4.28
32,512,4.68
32,1024,5.16
32,2048,6.31
32,4096,8.68
32,8192,12.40
32,16384,19.37
32,32768,32.14
32,65536,58.43
32,131072,110.05
32,262144,207.17
32,524288,525.50
32,1048576,990.53
34,2,4.62
34,4,4.69
34,8,4.59
34,16,4.70
34,32,4.70
34,64,5.24
34,128,5.12
34,256,6.23
34,512,6.53
34,1024,7.10
34,2048,8.42
34,4096,11.13
34,8192,14.87
34,16384,23.11
34,32768,36.45
34,65536,64.69
34,131072,118.18
34,262144,222.34
34,524288,573.26
34,1048576,1128.66
36,2,4.25
36,4,4.21
36,8,4.23
36,16,4.24
36,32,4.34
36,64,4.77
36,128,4.78
36,256,5.96
36,512,6.17
36,1024,6.76
36,2048,8.19
36,4096,10.76
36,8192,14.82
36,16384,23.67
36,32768,37.73
36,65536,67.91
36,131072,123.77
36,262144,235.36
36,524288,622.23
36,1048576,1190.73
38,2,3.98
38,4,4.02
38,8,4.04
38,16,3.99
38,32,4.04
38,64,4.75
38,128,4.62
38,256,5.83
38,512,6.16
38,1024,6.65
38,2048,8.28
38,4096,10.83
38,8192,15.31
38,16384,24.53
38,32768,39.06
38,65536,70.82
38,131072,129.78
38,262144,245.73
38,524288,660.12
38,1048576,1265.21
40,2,3.91
40,4,3.87
40,8,3.90
40,16,3.88
40,32,3.83
40,64,4.55
40,128,4.52
40,256,5.73
40,512,6.12
40,1024,6.68
40,2048,8.33
40,4096,10.91
40,8192,15.49
40,16384,25.54
40,32768,41.17
40,65536,73.59
40,131072,135.60
40,262144,259.79
40,524288,687.42
40,1048576,1348.78
42,2,3.80
42,4,3.81
42,8,3.82
42,16,3.80
42,32,3.79
42,64,4.45
42,128,4.55
42,256,5.74
42,512,6.17
42,1024,6.66
42,2048,8.43
42,4096,11.01
42,8192,16.06
42,16384,25.28
42,32768,41.57
42,65536,74.52
42,131072,138.00
42,262144,263.29
42,524288,680.14
42,1048576,1307.80
44,2,3.66
44,4,3.67
44,8,3.63
44,16,3.65
44,32,3.65
44,64,4.43
44,128,4.38
44,256,5.66
44,512,5.96
44,1024,6.60
44,2048,8.30
44,4096,10.93
44,8192,15.76
44,16384,25.54
44,32768,42.41
44,65536,76.31
44,131072,142.08
44,262144,271.23
44,524288,705.41
44,1048576,1322.10
46,2,3.67
46,4,3.62
46,8,3.62
46,16,3.66
46,32,3.64
46,64,4.38
46,128,4.36
46,256,5.65
46,512,5.96
46,1024,6.69
46,2048,8.39
46,4096,11.17
46,8192,15.92
46,16384,26.21
46,32768,44.17
46,65536,78.42
46,131072,143.16
46,262144,275.49
46,524288,692.29
46,1048576,1349.75
48,2,3.65
48,4,3.67
48,8,3.58
48,16,3.67
48,32,3.58
48,64,4.44
48,128,4.39
48,256,5.75
48,512,6.00
48,1024,6.69
48,2048,8.56
48,4096,11.40
48,8192,16.51
48,16384,27.38
48,32768,45.48
48,65536,81.41
48,131072,150.41
48,262144,288.64
48,524288,737.52
48,1048576,1448.67
