Processes,Size,Latency
28,16384,30.00
28,32768,53.69
28,65536,110.27
28,131072,221.42
28,262144,441.88
28,524288,905.36
28,1048576,1453.05
30,2,2.39
30,4,2.26
30,8,2.31
30,16,2.33
30,32,2.61
30,64,2.61
30,128,6.34
30,256,6.66
30,512,7.11
30,1024,10.22
30,2048,13.30
30,4096,18.61
30,8192,28.20
30,16384,28.78
30,32768,50.87
30,65536,101.96
30,131072,213.38
30,262144,427.68
30,524288,857.69
30,1048576,1595.67
32,2,3.29
32,4,3.30
32,8,3.40
32,16,3.41
32,32,3.78
32,64,3.55
32,128,7.55
32,256,7.98
32,512,8.48
32,1024,11.77
32,2048,14.71
32,4096,21.00
32,8192,31.46
32,16384,28.51
32,32768,50.59
32,65536,104.17
32,131072,205.99
32,262144,414.57
32,524288,830.63
32,1048576,1409.29
34,2,5.61
34,4,5.17
34,8,5.17
34,16,5.18
34,32,5.45
34,64,5.39
34,128,9.53
34,256,9.91
34,512,10.39
34,1024,13.99
34,2048,16.95
34,4096,23.11
34,8192,34.10
34,16384,31.29
34,32768,53.41
34,65536,104.82
34,131072,214.39
34,262144,415.79
34,524288,732.41
34,1048576,1501.90
36,2,5.44
36,4,5.11
36,8,5.01
36,16,4.98
36,32,5.32
36,64,5.36
36,128,9.54
36,256,9.89
36,512,10.66
36,1024,14.14
36,2048,17.35
36,4096,23.93
36,8192,35.47
36,16384,31.43
36,32768,53.10
36,65536,102.30
36,131072,213.80
36,262144,422.30
36,524288,856.70
36,1048576,1425.96
38,2,5.28
38,4,5.04
38,8,5.06
38,16,5.03
38,32,5.44
38,64,5.31
38,128,9.85
38,256,10.31
38,512,10.74
38,1024,14.37
38,2048,17.89
38,4096,24.13
38,8192,36.95
38,16384,30.76
38,32768,52.35
38,65536,102.77
38,131072,214.80
38,262144,432.65
38,524288,884.99
38,1048576,1616.03
40,2,5.14
40,4,5.11
40,8,5.12
40,16,5.11
40,32,5.38
40,64,5.46
40,128,10.06
40,256,10.40
40,512,10.96
40,1024,14.73
40,2048,18.39
40,4096,25.07
40,8192,38.04
40,16384,30.71
40,32768,52.17
40,65536,101.93
40,131072,217.88
40,262144,445.83
40,524288,868.74
40,1048576,1657.13
42,2,5.07
42,4,5.06
42,8,5.12
42,16,5.08
42,32,5.30
42,64,5.36
42,128,9.97
42,256,10.47
42,512,11.00
42,1024,14.76
42,2048,18.44
42,4096,26.28
42,8192,38.67
42,16384,31.56
42,32768,54.26
42,65536,103.43
42,131072,232.45
42,262144,453.00
42,524288,906.16
42,1048576,1632.68
44,2,5.06
44,4,5.02
44,8,5.06
44,16,5.07
44,32,5.33
44,64,5.51
44,128,10.06
44,256,10.38
44,512,11.11
44,1024,14.89
44,2048,18.81
44,4096,26.38
44,8192,40.16
44,16384,31.16
44,32768,53.98
44,65536,106.73
44,131072,237.52
44,262144,467.04
44,524288,946.04
44,1048576,1727.23
46,2,5.13
46,4,5.16
46,8,5.08
46,16,5.13
46,32,5.37
46,64,5.55
46,128,10.21
46,256,10.77
46,512,11.35
46,1024,15.34
46,2048,19.27
46,4096,27.13
46,8192,40.93
46,16384,32.25
46,32768,56.26
46,65536,107.42
46,131072,247.82
46,262144,433.29
46,524288,991.15
46,1048576,1876.08
48,2,5.25
48,4,5.22
48,8,5.16
48,16,5.29
48,32,5.39
48,64,5.71
48,128,10.59
48,256,10.81
48,512,11.45
48,1024,15.45
48,2048,19.73
48,4096,27.99
48,8192,42.16
48,16384,33.00
48,32768,57.90
48,65536,112.23
48,131072,254.17
48,262144,507.47
48,524288,1008.64
48,1048576,1925.76
