Processes,Size,Latency
38,512,3.24
38,1024,3.76
38,2048,5.16
38,4096,7.50
38,8192,12.02
38,16384,19.26
38,32768,32.08
38,65536,56.86
38,131072,104.64
38,262144,280.57
38,524288,598.29
38,1048576,1332.56
40,2,2.65
40,4,1.91
40,8,1.88
40,16,1.88
40,32,2.31
40,64,2.36
40,128,2.91
40,256,3.02
40,512,3.26
40,1024,3.86
40,2048,5.56
40,4096,7.59
40,8192,12.21
40,16384,19.86
40,32768,33.18
40,65536,57.95
40,131072,105.78
40,262144,290.21
40,524288,610.08
40,1048576,1370.10
42,2,2.54
42,4,2.17
42,8,1.95
42,16,1.93
42,32,2.29
42,64,2.53
42,128,2.94
42,256,3.16
42,512,3.35
42,1024,3.87
42,2048,5.56
42,4096,7.69
42,8192,12.39
42,16384,20.43
42,32768,34.02
42,65536,59.54
42,131072,108.64
42,262144,297.45
42,524288,631.99
42,1048576,1438.25
44,2,2.08
44,4,2.12
44,8,2.11
44,16,2.05
44,32,2.51
44,64,2.97
44,128,3.17
44,256,3.41
44,512,3.54
44,1024,4.28
44,2048,5.76
44,4096,8.31
44,8192,13.39
44,16384,21.57
44,32768,35.67
44,65536,61.75
44,131072,112.93
44,262144,326.60
44,524288,659.98
44,1048576,1460.98
46,2,2.68
46,4,2.18
46,8,2.17
46,16,2.15
46,32,2.66
46,64,2.75
46,128,3.41
46,256,3.58
46,512,3.83
46,1024,5.10
46,2048,6.27
46,4096,9.07
46,8192,14.43
46,16384,23.20
46,32768,38.93
46,65536,67.44
46,131072,123.78
46,262144,328.27
46,524288,673.33
46,1048576,1526.86
48,2,2.42
48,4,2.52
48,8,2.44
48,16,2.40
48,32,3.00
48,64,3.05
48,128,3.86
48,256,4.07
48,512,4.40
48,1024,5.31
48,2048,7.11
48,4096,10.14
48,8192,16.10
48,16384,25.89
48,32768,42.78
48,65536,73.56
48,131072,134.78
48,262144,345.76
48,524288,699.66
48,1048576,1551.25
