Processes,Size,Latency
28,16384,8.47
28,32768,17.55
28,65536,36.61
28,131072,73.31
28,262144,491.72
28,524288,1203.26
28,1048576,3140.47
30,2,1.05
30,4,0.99
30,8,0.98
30,16,1.01
30,32,1.08
30,64,0.99
30,128,1.29
30,256,1.25
30,512,1.32
30,1024,1.41
30,2048,1.62
30,4096,2.58
30,8192,3.89
30,16384,7.95
30,32768,16.56
30,65536,36.11
30,131072,68.13
30,262144,555.56
30,524288,1283.80
30,1048576,3279.71
32,2,1.24
32,4,1.28
32,8,1.25
32,16,1.23
32,32,1.31
32,64,1.43
32,128,1.67
32,256,1.79
32,512,1.71
32,1024,1.80
32,2048,2.06
32,4096,2.83
32,8192,4.08
32,16384,8.40
32,32768,16.95
32,65536,33.96
32,131072,68.36
32,262144,599.93
32,524288,1359.36
32,1048576,3491.35
34,2,1.12
34,4,1.13
34,8,1.05
34,16,1.03
34,32,1.08
34,64,1.16
34,128,1.27
34,256,1.39
34,512,1.44
34,1024,1.52
34,2048,1.80
34,4096,2.56
34,8192,3.71
34,16384,7.79
34,32768,16.14
34,65536,34.10
34,131072,67.57
34,262144,676.13
34,524288,1438.99
34,1048576,3574.39
36,2,0.91
36,4,0.92
36,8,0.93
36,16,0.96
36,32,0.89
36,64,0.97
36,128,1.10
36,256,1.13
36,512,1.19
36,1024,1.28
36,2048,1.58
36,4096,2.36
36,8192,3.49
36,16384,7.31
36,32768,15.60
36,65536,32.20
36,131072,67.14
36,262144,695.10
36,524288,1503.41
36,1048576,3674.76
38,2,0.75
38,4,0.78
38,8,0.72
38,16,0.75
38,32,0.77
38,64,0.79
38,128,0.96
38,256,1.01
38,512,1.04
38,1024,1.14
38,2048,1.37
38,4096,2.20
38,8192,3.29
38,16384,6.97
38,32768,14.92
38,65536,31.47
38,131072,66.17
38,262144,734.93
38,524288,1551.25
38,1048576,3819.76
40,2,0.64
40,4,0.64
40,8,0.62
40,16,0.63
40,32,0.62
40,64,0.64
40,128,0.79
40,256,0.86
40,512,0.87
40,1024,1.00
40,2048,1.20
40,4096,1.99
40,8192,3.10
40,16384,6.63
40,32768,14.79
40,65536,30.53
40,131072,63.70
40,262144,777.21
40,524288,1663.63
40,1048576,3999.76
