Processes,Size,Latency
28,32768,50.49
28,65536,92.94
28,131072,171.65
28,262144,373.84
28,524288,721.69
28,1048576,1470.19
30,2,3.00
30,4,2.45
30,8,2.43
30,16,2.39
30,32,3.38
30,64,3.12
30,128,4.75
30,256,4.94
30,512,5.46
30,1024,6.40
30,2048,8.73
30,4096,11.96
30,8192,18.79
30,16384,30.46
30,32768,54.21
30,65536,99.63
30,131072,185.01
30,262144,407.13
30,524288,793.34
30,1048576,1608.16
32,2,2.94
32,4,2.90
32,8,2.84
32,16,2.86
32,32,3.88
32,64,3.62
32,128,5.26
32,256,5.49
32,512,6.05
32,1024,7.14
32,2048,9.44
32,4096,13.10
32,8192,20.30
32,16384,32.38
32,32768,58.10
32,65536,104.63
32,131072,193.66
32,262144,432.07
32,524288,847.09
32,1048576,1713.33
34,2,3.51
34,4,2.92
34,8,2.94
34,16,2.91
34,32,4.01
34,64,3.73
34,128,5.36
34,256,5.49
34,512,6.31
34,1024,7.10
34,2048,9.71
34,4096,13.42
34,8192,21.15
34,16384,33.77
34,32768,60.47
34,65536,110.38
34,131072,202.49
34,262144,434.43
34,524288,853.39
34,1048576,1743.00
36,2,3.27
36,4,2.70
36,8,2.70
36,16,2.66
36,32,4.12
36,64,3.76
36,128,5.61
36,256,5.98
36,512,6.53
36,1024,7.50
36,2048,10.27
36,4096,14.22
36,8192,22.33
36,16384,35.78
36,32768,63.73
36,65536,116.71
36,131072,216.08
36,262144,459.63
36,524288,913.47
36,1048576,1825.71
38,2,3.55
38,4,2.58
38,8,2.55
38,16,2.50
38,32,3.90
38,64,3.57
38,128,5.49
38,256,5.79
38,512,6.60
38,1024,7.48
38,2048,10.39
38,4096,14.74
38,8192,23.18
38,16384,37.30
38,32768,66.82
38,65536,122.49
38,131072,228.63
38,262144,488.50
38,524288,964.45
38,1048576,1944.30
40,2,3.62
40,4,2.54
40,8,2.56
40,16,2.52
40,32,3.94
40,64,3.58
40,128,5.71
40,256,5.97
40,512,6.99
40,1024,7.77
40,2048,10.81
40,4096,15.20
40,8192,24.26
40,16384,39.44
40,32768,70.20
40,65536,129.52
40,131072,239.09
40,262144,527.08
40,524288,1019.62
40,1048576,2063.95
42,2,3.52
42,4,3.08
42,8,3.04
42,16,3.03
42,32,4.51
42,64,4.16
42,128,6.15
42,256,6.44
42,512,7.18
42,1024,8.23
42,2048,11.33
42,4096,16.06
42,8192,25.12
42,16384,41.01
42,32768,73.41
42,65536,134.86
42,131072,252.46
42,262144,544.54
42,524288,1061.91
42,1048576,2190.71
44,2,3.85
44,4,3.26
44,8,3.30
44,16,3.25
44,32,4.97
44,64,4.47
44,128,6.88
44,256,7.46
44,512,7.98
44,1024,9.35
44,2048,12.59
44,4096,17.34
44,8192,26.97
44,16384,43.52
44,32768,77.46
44,65536,141.51
44,131072,262.20
44,262144,566.62
44,524288,1106.54
44,1048576,2232.08
46,2,3.18
46,4,3.18
46,8,3.18
46,16,3.12
46,32,4.88
46,64,4.34
46,128,6.96
46,256,7.33
46,512,8.25
46,1024,9.42
46,2048,12.94
46,4096,18.01
46,8192,27.98
46,16384,45.31
46,32768,80.58
46,65536,147.71
46,131072,273.03
46,262144,597.18
46,524288,1173.67
46,1048576,2366.08
48,2,3.50
48,4,3.51
48,8,3.51
48,16,3.12
48,32,4.88
48,64,4.34
48,128,7.96
48,256,8.33
48,512,9.25
48,1024,9.42
48,2048,12.94
48,4096,20.01
48,8192,28.98
48,16384,46.31
48,32768,100.58
48,65536,157.71
48,131072,293.03
48,262144,617.18
48,524288,1313.67
48,1048576,2466.08
